,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,1.05,Julio Jones,WR,ATL,5.3,1.6,1.01,1.09,329,"
"
1,2,1.06,Antonio Brown,WR,PIT,6.0,3.1,1.01,2.02,343,"
"
2,3,1.07,Odell Beckham Jr,WR,NYG,6.8,2.1,1.01,1.12,284,"
"
3,4,1.08,Mike Evans,WR,TB,8.4,2.0,1.01,2.03,345,"
"
4,5,1.10,A.J. Green,WR,CIN,10.4,2.0,1.05,2.05,316,"
"
5,6,1.13,Jordy Nelson,WR,GB,12.5,2.3,1.03,2.07,351,"
"
6,7,2.02,Michael Thomas,WR,NO,15.8,2.3,1.06,2.11,405,"
"
7,8,2.05,Dez Bryant,WR,DAL,18.8,2.8,1.08,3.03,325,"
"
8,9,2.06,Brandin Cooks,WR,NE,19.9,2.7,1.12,3.05,315,"
"
9,10,2.07,Amari Cooper,WR,LV,21.4,2.8,2.01,3.07,328,"
"
10,11,2.10,Doug Baldwin,WR,SEA,23.6,2.9,1.12,3.09,324,"
"
11,12,3.02,T.Y. Hilton,WR,IND,29.6,4.3,2.09,4.06,238,"
"
12,13,3.05,Keenan Allen,WR,LAC,32.5,4.7,2.07,4.08,382,"
"
13,14,3.06,DeAndre Hopkins,WR,HOU,34.2,5.0,1.12,4.10,400,"
"
14,15,3.06,Terrelle Pryor,WR,WAS,34.3,4.7,2.01,4.11,258,"
"
15,16,3.10,Demaryius Thomas,WR,DEN,38.2,4.3,2.09,5.01,285,"
"
16,17,3.12,Alshon Jeffery,WR,PHI,39.8,4.1,3.01,5.04,307,"
"
17,18,3.14,Kelvin Benjamin,WR,BUF,42.0,4.2,3.02,5.09,407,"
"
18,19,4.02,Martavis Bryant,WR,PIT,43.7,4.9,3.01,5.10,415,"
"
19,20,4.03,Tyreek Hill,WR,KC,44.7,4.6,3.01,6.04,258,"
"
20,21,4.03,Davante Adams,WR,GB,44.8,4.0,3.01,5.08,371,"
"
