,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,8.10,Pittsburgh Defense,DEF,PIT,108.5,10.6,3.06,12.04,598,"
"
1,2,8.11,LA Rams Defense,DEF,LAR,108.6,12.0,5.07,11.12,369,"
"
2,3,9.03,Tampa Bay Defense,DEF,TB,115.0,9.2,4.05,13.01,415,"
"
3,4,9.11,Washington Defense,DEF,WAS,123.1,10.6,6.09,13.03,579,"
"
4,5,10.04,Baltimore Defense,DEF,BAL,129.7,10.2,7.10,13.11,401,"
"
5,6,10.12,Indianapolis Defense,DEF,IND,137.5,12.8,8.09,14.12,194,"
"
6,7,10.12,San Francisco Defense,DEF,SF,137.9,11.9,3.09,15.03,419,"
"
7,8,11.09,New England Defense,DEF,NE,148.8,12.2,9.12,15.06,331,"
"
8,9,11.10,Cleveland Defense,DEF,CLE,150.0,12.4,10.04,15.09,207,"
"
9,10,12.01,Buffalo Defense,DEF,BUF,155.3,13.0,10.02,16.08,377,"
"
10,11,12.04,Miami Defense,DEF,MIA,158.2,21.4,10.10,18.04,110,"
"
11,12,12.06,Denver Defense,DEF,DEN,159.8,13.8,9.10,16.11,417,"
"
12,13,13.05,Kansas City Defense,DEF,KC,173.2,25.7,10.12,18.05,43,"
"
