,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,1.05,Antonio Brown,WR,PIT,4.7,1.3,1.01,1.09,696,"
"
1,2,1.09,DeAndre Hopkins,WR,HOU,8.8,2.1,1.01,2.03,612,"
"
2,3,1.11,Odell Beckham Jr,WR,NYG,11.2,1.9,1.05,2.05,760,"
"
3,4,1.14,Julio Jones,WR,ATL,14.2,2.2,1.04,2.09,769,"
"
4,5,2.02,Michael Thomas,WR,NO,16.0,2.0,1.09,2.10,744,"
"
5,6,2.03,Keenan Allen,WR,LAC,17.2,2.7,1.05,2.12,707,"
"
6,7,2.04,Davante Adams,WR,GB,18.2,2.2,1.12,2.12,738,"
"
7,8,2.07,A.J. Green,WR,CIN,21.3,2.1,1.12,3.05,790,"
"
8,9,2.10,Tyreek Hill,WR,KC,23.7,2.9,2.01,3.08,635,"
"
9,10,2.12,Mike Evans,WR,TB,25.5,3.0,2.03,3.11,595,"
"
10,11,2.12,Stefon Diggs,WR,MIN,26.0,2.7,2.06,3.12,660,"
"
11,12,2.13,T.Y. Hilton,WR,IND,27.4,2.7,2.05,3.12,610,"
"
12,13,3.03,Amari Cooper,WR,DAL,31.4,3.6,2.06,4.07,699,"
"
13,14,3.05,Adam Thielen,WR,MIN,33.5,3.9,2.07,4.08,738,"
"
14,15,3.07,Larry Fitzgerald,WR,ARI,34.9,4.5,1.03,4.11,775,"
"
15,16,3.10,Doug Baldwin,WR,SEA,37.6,4.3,2.12,4.12,662,"
"
16,17,3.11,Jarvis Landry,WR,CLE,39.4,4.3,2.10,5.04,718,"
"
17,18,3.13,JuJu Smith-Schuster,WR,PIT,41.2,4.4,2.09,6.04,750,"
"
18,19,3.14,Chris Hogan,WR,NE,42.1,4.0,3.02,5.09,686,"
"
19,20,4.02,Josh Gordon,WR,NE,44.1,4.9,3.01,5.09,522,"
"
20,21,4.05,Golden Tate,WR,PHI,46.7,4.3,3.09,6.03,624,"
"
21,22,4.05,Demaryius Thomas,WR,HOU,47.0,4.5,3.01,5.10,517,"
"
22,23,4.07,Marquise Goodwin,WR,SF,48.9,5.0,2.12,6.03,666,"
"
23,24,4.10,Brandin Cooks,WR,LAR,52.5,4.7,4.01,6.10,623,"
"
24,25,4.13,Allen Robinson,WR,CHI,55.2,5.3,3.11,7.01,694,"
"
25,26,5.02,Emmanuel Sanders,WR,DEN,57.6,5.2,4.07,7.05,713,"
"
26,27,5.05,Corey Davis,WR,TEN,61.1,6.3,4.04,7.10,538,"
"
27,28,5.06,Marvin Jones,WR,DET,62.3,6.3,4.04,7.07,562,"
"
28,29,5.09,Julian Edelman,WR,NE,65.5,6.3,4.02,8.02,701,"
"
29,30,5.14,Michael Crabtree,WR,BAL,70.4,6.7,4.02,8.08,592,"
"
30,31,6.03,Will Fuller,WR,HOU,73.0,6.8,5.01,8.12,517,"
"
31,32,6.08,Cooper Kupp,WR,LAR,77.8,8.1,5.01,9.02,659,"
"
32,33,6.09,Jamison Crowder,WR,WAS,79.5,7.5,5.08,9.04,543,"
"
33,34,6.13,Alshon Jeffery,WR,PHI,82.8,8.2,5.01,9.07,528,"
"
34,35,7.01,Robby Anderson,WR,NYJ,84.8,8.2,6.01,9.09,597,"
"
35,36,7.03,Devin Funchess,WR,CAR,87.4,8.5,5.02,9.10,560,"
"
36,37,7.07,Randall Cobb,WR,GB,90.9,8.9,5.07,10.01,403,"
"
37,38,7.09,Nelson Agholor,WR,PHI,92.8,8.9,4.11,10.04,568,"
"
38,39,7.10,Sammy Watkins,WR,KC,93.8,9.2,3.05,10.07,412,"
"
39,40,7.14,Jordy Nelson,WR,LV,98.2,9.9,6.01,10.10,475,"
"
40,41,8.05,Mike Williams,WR,LAC,102.7,8.0,7.02,11.07,469,"
"
41,42,8.06,Robert Woods,WR,LAR,103.7,10.2,5.01,11.02,406,"
"
42,43,8.08,Sterling Shepard,WR,NYG,106.1,10.0,5.12,11.04,394,"
"
43,44,8.10,Kenny Stills,WR,MIA,108.1,8.4,7.01,11.10,448,"
"
44,45,8.10,Pierre Garcon,WR,SF,108.2,9.8,6.12,11.08,326,"
"
45,46,9.01,Kelvin Benjamin,WR,KC,113.1,8.9,6.10,12.01,309,"
"
46,47,9.02,Keelan Cole,WR,JAX,113.9,8.5,6.08,12.01,458,"
"
47,48,9.07,Calvin Ridley,WR,ATL,119.3,9.3,7.05,12.05,304,"
"
48,49,9.11,John Brown,WR,BAL,123.4,9.1,6.06,12.09,324,"
"
49,50,10.02,Allen Hurns,WR,DAL,127.6,8.9,7.03,12.11,234,"
"
50,51,10.03,Michael Gallup,WR,DAL,129.2,8.1,8.05,12.12,277,"
"
51,52,10.04,D.J. Moore,WR,CAR,129.8,10.2,8.02,13.11,197,"
"
