,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,3.03,Aaron Rodgers,QB,GB,31.4,7.0,1.01,4.12,585,"
"
1,2,4.04,Deshaun Watson,QB,HOU,46.5,7.1,2.01,5.12,378,"
"
2,3,4.08,Tom Brady,QB,NE,50.3,10.0,1.05,7.06,383,"
"
3,4,5.05,Russell Wilson,QB,SEA,61.0,7.6,2.12,8.06,383,"
"
4,5,5.11,Drew Brees,QB,NO,66.9,7.1,2.12,8.05,393,"
"
5,6,6.01,Cam Newton,QB,CAR,71.0,8.7,1.01,8.07,380,"
"
6,7,6.12,Kirk Cousins,QB,MIN,81.7,9.4,2.01,9.12,312,"
"
7,8,7.01,Carson Wentz,QB,PHI,84.5,9.8,5.02,10.03,193,"
"
8,9,7.04,Andrew Luck,QB,IND,87.6,8.8,6.06,10.07,318,"
"
9,10,7.13,Jimmy Garoppolo,QB,SF,96.7,10.9,3.05,11.08,314,"
"
10,11,8.02,Matthew Stafford,QB,DET,100.3,11.2,3.11,11.05,494,"
"
11,12,8.09,Philip Rivers,QB,LAC,107.3,9.3,6.10,11.07,574,"
"
12,13,8.10,Matt Ryan,QB,ATL,108.1,11.6,2.01,11.11,444,"
"
13,14,9.03,Ben Roethlisberger,QB,PIT,114.5,11.3,2.12,12.01,477,"
"
14,15,9.06,Patrick Mahomes,QB,KC,118.1,11.1,3.07,12.05,460,"
"
15,16,9.12,Jared Goff,QB,LAR,123.9,11.8,6.04,13.02,315,"
"
16,17,10.09,Alex Smith,QB,WAS,134.5,10.3,5.03,15.01,314,"
"
17,18,10.10,Marcus Mariota,QB,TEN,136.0,11.2,8.02,15.03,191,"
"
18,19,11.01,Derek Carr,QB,LV,141.1,11.8,8.02,15.10,219,"
"
19,20,11.12,Jameis Winston,QB,TB,151.7,12.2,11.01,15.11,149,"
"
20,21,12.03,Tyrod Taylor,QB,CLE,156.8,30.1,1.10,17.11,85,"
"
21,22,12.03,Eli Manning,QB,NYG,157.2,13.9,4.12,15.11,230,"
"
22,23,12.05,Dak Prescott,QB,DAL,158.6,14.4,7.06,15.12,202,"
"
23,24,12.10,Mitch Trubisky,QB,CHI,164.3,13.8,11.09,16.09,65,"
"
24,25,12.12,Case Keenum,QB,DEN,165.9,11.9,12.04,15.11,60,"
"
