,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,2.07,Travis Kelce,TE,KC,17.1,3.3,1.04,3.01,540,"
"
1,2,3.08,George Kittle,TE,SF,28.3,4.0,2.02,4.03,382,"
"
2,3,4.03,Zach Ertz,TE,PHI,33.5,4.6,2.04,4.11,555,"
"
3,4,6.04,O.J. Howard,TE,TB,54.1,5.5,3.12,6.10,268,"
"
4,5,6.07,Evan Engram,TE,NYG,57.3,5.8,3.12,6.11,327,"
"
5,6,7.03,Hunter Henry,TE,LAC,63.3,5.6,4.01,7.12,374,"
"
6,7,8.01,Jared Cook,TE,NO,70.6,6.2,4.04,8.07,206,"
"
7,8,8.05,Vance McDonald,TE,PIT,75.1,6.9,5.01,8.12,247,"
"
8,9,9.03,David Njoku,TE,CLE,83.5,8.1,5.05,10.09,174,"
"
9,10,10.05,Austin Hooper,TE,ATL,95.4,13.3,5.05,11.11,138,"
"
10,11,12.05,Delanie Walker,TE,TEN,115.4,16.0,6.09,13.06,428,"
"
11,12,12.08,Eric Ebron,TE,IND,117.5,18.8,5.07,13.07,245,"
"
12,13,13.06,T.J. Hockenson,TE,DET,126.1,15.2,6.05,13.12,352,"
"
13,14,15.02,Mark Andrews,TE,BAL,142.1,19.1,6.03,15.11,438,"
"
14,15,15.09,Greg Olsen,TE,CAR,148.9,19.4,5.01,15.12,275,"
"
15,16,16.02,Trey Burton,TE,CHI,152.4,24.4,7.02,15.11,55,"
"
16,17,16.05,Kyle Rudolph,TE,MIN,154.9,24.7,6.04,16.05,94,"
"
17,18,16.06,Darren Waller,TE,LV,155.8,15.0,11.03,15.12,44,"
"
18,19,16.08,Jordan Reed,TE,WAS,158.0,18.0,9.07,16.03,123,"
"
