,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,1.01,Christian McCaffrey,RB,CAR,1.2,0.5,1.01,1.04,789,"
"
1,2,1.03,Dalvin Cook,RB,MIN,2.7,0.8,1.01,1.05,682,"
"
2,3,1.03,Derrick Henry,RB,TEN,3.4,1.3,1.01,1.09,551,"
"
3,4,1.04,Alvin Kamara,RB,NO,4.1,1.1,1.01,1.08,645,"
"
4,5,1.05,Ezekiel Elliott,RB,DAL,5.4,1.1,1.02,1.10,629,"
"
5,6,1.06,Nick Chubb,RB,CLE,6.2,1.4,1.01,1.11,681,"
"
6,7,1.07,Aaron Jones,RB,GB,7.2,1.5,1.03,2.01,683,"
"
7,8,1.09,Jonathan Taylor,RB,IND,8.9,1.7,1.04,2.05,542,"
"
8,9,1.10,Saquon Barkley,RB,NYG,9.6,2.3,1.02,2.06,565,"
"
9,10,1.12,Najee Harris,RB,PIT,12.5,2.6,1.03,2.08,897,"
"
10,11,2.01,Austin Ekeler,RB,LAC,13.3,2.5,1.06,2.12,764,"
"
11,12,2.02,Antonio Gibson,RB,WAS,13.8,2.2,1.07,2.09,612,"
"
12,13,2.05,Joe Mixon,RB,CIN,17.3,2.6,1.05,2.12,701,"
"
13,14,2.07,Clyde Edwards-Helaire,RB,KC,18.6,2.5,1.09,3.01,616,"
"
14,15,2.12,Josh Jacobs,RB,LV,24.0,3.6,1.11,3.10,483,"
"
15,16,3.02,David Montgomery,RB,CHI,26.1,3.7,2.02,4.01,645,"
"
16,17,3.04,Chris Carson,RB,SEA,28.0,3.1,2.02,4.02,962,"
"
17,18,3.07,James Robinson,RB,JAX,30.6,4.0,2.01,4.08,1018,"
"
18,19,3.10,D'Andre Swift,RB,DET,34.5,4.0,2.09,4.10,415,"
"
19,20,3.11,Miles Sanders,RB,PHI,34.9,3.7,2.04,4.08,529,"
"
20,21,4.02,Darrell Henderson,RB,LAR,38.2,3.9,2.12,5.08,463,"
"
21,22,4.04,Myles Gaskin,RB,MIA,40.3,4.2,2.07,5.03,464,"
"
22,23,4.09,Mike Davis,RB,ATL,44.7,4.9,3.01,6.01,824,"
"
23,24,5.01,Kareem Hunt,RB,CLE,48.8,6.0,3.06,6.08,469,"
"
24,25,5.02,Javonte Williams,RB,DEN,50.5,6.9,2.04,6.05,597,"
"
25,26,5.04,Raheem Mostert,RB,SF,52.3,6.7,3.03,6.08,683,"
"
26,27,5.07,Damien Harris,RB,NE,54.6,5.9,3.12,6.06,783,"
"
27,28,6.04,Chase Edmonds,RB,ARI,63.7,6.2,4.02,7.08,756,"
"
28,29,6.05,Trey Sermon,RB,SF,65.3,6.0,4.04,7.12,792,"
"
29,30,6.09,Melvin Gordon,RB,DEN,68.6,7.5,3.06,8.03,453,"
"
30,31,6.10,Gus Edwards,RB,BAL,70.3,17.4,2.05,9.12,1556,"
"
31,32,6.12,Ronald Jones II,RB,TB,72.1,7.2,4.04,8.06,455,"
"
32,33,7.02,Zack Moss,RB,BUF,73.6,6.7,4.07,8.08,277,"
"
33,34,7.05,A.J. Dillon,RB,GB,77.2,6.3,5.06,8.09,300,"
"
34,35,7.06,Michael Carter,RB,NYJ,78.0,6.3,5.03,8.09,478,"
"
35,36,8.01,Leonard Fournette,RB,TB,85.1,6.9,4.10,9.06,386,"
"
36,37,8.02,James Conner,RB,ARI,86.0,7.6,4.08,9.11,371,"
"
37,38,8.03,Devin Singletary,RB,BUF,86.6,6.4,5.10,9.07,276,"
"
38,39,8.12,Jamaal Williams,RB,DET,96.4,7.9,5.12,10.05,453,"
"
39,40,8.12,David Johnson,RB,HOU,96.4,7.6,5.06,10.10,204,"
"
40,41,9.05,Kenyan Drake,RB,LV,100.9,6.5,7.01,11.03,259,"
"
41,42,9.06,Tony Pollard,RB,DAL,102.3,7.0,7.08,10.12,191,"
"
42,43,9.08,Sony Michel,RB,LAR,103.7,13.7,3.11,12.12,847,"
"
43,44,9.11,Phillip Lindsay,RB,MIA,106.6,9.1,5.09,11.11,330,"
"
44,45,9.12,Alexander Mattison,RB,MIN,107.7,9.3,7.01,11.06,150,"
"
45,46,10.10,Latavius Murray,RB,BAL,117.6,12.3,5.12,13.05,199,"
"
46,47,11.02,Chuba Hubbard,RB,CAR,122.1,11.8,3.08,13.06,272,"
"
47,48,11.07,Rashaad Penny,RB,SEA,126.6,11.7,5.01,13.07,204,"
"
48,49,11.08,Rhamondre Stevenson,RB,NE,127.7,13.4,7.12,13.07,377,"
"
49,50,11.08,Tevin Coleman,RB,NYJ,127.8,11.7,5.04,13.08,197,"
"
50,51,11.08,Nyheim Hines,RB,IND,128.2,12.3,7.04,13.06,197,"
"
51,52,12.01,J.D. McKissic,RB,WAS,132.8,14.2,9.05,14.09,100,"
"
52,53,12.03,Xavier Jones,RB,LAR,134.5,12.1,9.05,13.12,37,"
"
53,54,13.01,Ty Johnson,RB,NYJ,144.8,21.7,9.02,15.12,18,"
"
54,55,13.02,Kenneth Gainwell,RB,PHI,146.4,23.4,9.11,18.06,57,"
"
55,56,13.03,Giovani Bernard,RB,TB,146.7,15.0,6.12,15.11,108,"
"
56,57,13.09,Mark Ingram,RB,NO,152.9,17.5,9.02,15.12,156,"
"
57,58,13.09,Marlon Mack,RB,IND,153.0,15.7,9.07,15.12,89,"
"
58,59,13.09,Darrel Williams,RB,KC,153.0,15.9,9.10,15.12,258,"
"
59,60,13.09,Tony Jones Jr.,RB,NO,153.3,13.2,11.11,15.11,55,"
"
60,61,13.12,Malcolm Brown,RB,MIA,156.4,19.4,9.08,16.07,111,"
"
61,62,14.02,James White,RB,NE,158.3,17.3,10.01,16.06,54,"
"
62,63,14.03,Jerick McKinnon,RB,KC,158.8,14.5,12.02,17.04,32,"
"
63,64,14.03,Damien Williams,RB,CHI,159.1,18.0,10.12,16.08,32,"
"
64,65,14.05,Devontae Booker,RB,NYG,161.0,15.1,11.03,16.06,78,"
"
65,66,14.06,Justin Jackson,RB,LAC,161.6,23.1,9.10,17.12,31,"
"
66,67,14.06,Carlos Hyde,RB,JAX,161.9,16.9,11.02,15.11,29,"
"
67,68,14.11,Darrynton Evans,RB,TEN,166.6,19.2,11.02,18.03,17,"
"
