,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,1.08,Michael Thomas,WR,NO,7.9,1.9,1.01,2.04,610,"
"
1,2,2.04,Davante Adams,WR,GB,13.6,2.7,1.05,2.09,648,"
"
2,3,2.05,Tyreek Hill,WR,KC,14.8,2.8,1.06,2.10,663,"
"
3,4,2.08,Julio Jones,WR,ATL,18.2,2.8,1.06,3.04,754,"
"
4,5,2.10,DeAndre Hopkins,WR,ARI,20.0,3.4,1.08,3.05,772,"
"
5,6,3.04,Chris Godwin,WR,TB,23.8,3.3,1.07,3.09,584,"
"
6,7,3.06,Kenny Golladay,WR,DET,25.6,3.0,1.01,3.09,580,"
"
7,8,3.08,Mike Evans,WR,TB,27.6,3.3,2.01,3.12,648,"
"
8,9,4.01,Adam Thielen,WR,MIN,30.6,3.6,2.01,4.11,560,"
"
9,10,4.03,Amari Cooper,WR,DAL,33.4,3.7,2.07,4.09,578,"
"
10,11,4.05,Cooper Kupp,WR,LAR,35.0,4.7,2.09,4.11,477,"
"
11,12,4.07,Calvin Ridley,WR,ATL,37.4,4.6,2.10,5.04,523,"
"
12,13,4.08,A.J. Brown,WR,TEN,38.2,4.3,2.02,4.11,450,"
"
13,14,4.08,JuJu Smith-Schuster,WR,PIT,38.4,4.5,2.06,5.02,640,"
"
14,15,5.01,Allen Robinson,WR,CHI,41.0,4.9,2.10,5.10,673,"
"
15,16,5.02,D.K. Metcalf,WR,SEA,42.4,4.2,3.01,5.10,444,"
"
16,17,5.04,Odell Beckham Jr,WR,CLE,43.6,5.1,2.12,5.12,1039,"
"
17,18,5.08,Robert Woods,WR,LAR,48.0,4.6,3.05,5.11,688,"
"
18,19,5.09,D.J. Moore,WR,CAR,48.9,6.0,3.04,6.04,771,"
"
19,20,6.01,Tyler Lockett,WR,SEA,50.8,4.7,3.03,6.05,602,"
"
20,21,6.02,Stefon Diggs,WR,BUF,52.5,4.7,4.03,6.07,389,"
"
21,22,6.04,D.J. Chark,WR,JAX,54.1,4.6,3.12,6.10,704,"
"
22,23,6.05,T.Y. Hilton,WR,IND,54.9,4.9,3.07,6.09,480,"
"
23,24,6.07,Terry McLaurin,WR,WAS,57.4,6.0,3.01,6.12,652,"
"
24,25,6.09,Keenan Allen,WR,LAC,58.9,5.5,4.02,7.02,561,"
"
25,26,7.02,Marquise Brown,WR,BAL,62.0,5.5,4.04,7.06,599,"
"
26,27,7.06,Courtland Sutton,WR,DEN,66.4,7.0,1.05,8.02,845,"
"
27,28,7.06,A.J. Green,WR,CIN,66.4,5.8,4.06,7.12,580,"
"
28,29,8.02,DeVante Parker,WR,MIA,72.2,6.3,5.02,8.08,593,"
"
29,30,8.04,Brandin Cooks,WR,HOU,74.5,6.2,5.08,8.10,518,"
"
30,31,8.05,Michael Gallup,WR,DAL,75.5,6.2,5.01,8.12,808,"
"
31,32,8.07,Will Fuller,WR,HOU,77.3,6.4,4.07,9.03,909,"
"
32,33,8.09,Deebo Samuel,WR,SF,78.7,6.5,5.01,9.01,409,"
"
33,34,9.05,Jarvis Landry,WR,CLE,85.1,6.9,5.10,9.07,586,"
"
34,35,9.07,Tyler Boyd,WR,CIN,87.1,7.5,5.01,9.10,696,"
"
35,36,9.07,Julian Edelman,WR,NE,87.3,7.2,5.08,9.10,604,"
"
36,37,10.02,Marvin Jones,WR,DET,92.2,7.7,6.05,10.06,514,"
"
37,38,10.02,Mecole Hardman,WR,KC,92.4,7.7,5.06,10.02,398,"
"
38,39,10.05,CeeDee Lamb,WR,DAL,95.4,8.0,6.01,10.05,463,"
"
39,40,10.09,Emmanuel Sanders,WR,NO,98.7,7.6,6.12,10.08,535,"
"
40,41,10.10,Diontae Johnson,WR,PIT,100.4,7.9,6.04,10.07,486,"
"
41,42,11.05,Darius Slayton,WR,NYG,104.8,7.6,7.04,10.11,287,"
"
42,43,11.10,Christian Kirk,WR,ARI,109.8,7.6,6.12,11.06,372,"
"
43,44,11.10,Jerry Jeudy,WR,DEN,110.3,8.1,7.01,11.08,405,"
"
44,45,12.01,Henry Ruggs III,WR,LV,111.4,9.5,6.10,11.07,436,"
"
45,46,13.01,John Brown,WR,BUF,121.0,8.9,5.12,12.12,237,"
"
46,47,13.04,Mike Williams,WR,LAC,123.6,9.6,8.03,13.08,180,"
"
47,48,13.05,DeSean Jackson,WR,PHI,124.9,10.7,7.11,13.01,238,"
"
48,49,13.06,Sterling Shepard,WR,NYG,125.5,9.7,8.04,13.02,338,"
"
49,50,13.06,Justin Jefferson,WR,MIN,125.5,11.4,6.07,13.01,271,"
"
50,51,13.08,Sammy Watkins,WR,KC,128.3,10.2,8.04,13.05,213,"
"
51,52,14.07,Jalen Reagor,WR,PHI,136.6,12.7,7.09,15.06,368,"
"
52,53,14.07,Alshon Jeffery,WR,PHI,136.9,12.2,8.02,14.08,135,"
"
53,54,14.09,Anthony Miller,WR,CHI,139.3,11.6,8.11,15.02,266,"
"
54,55,15.03,Robby Anderson,WR,CAR,142.6,12.7,9.06,15.05,158,"
"
55,56,15.04,Jamison Crowder,WR,NYJ,144.3,14.9,8.06,15.08,317,"
"
56,57,15.05,N'Keal Harry,WR,NE,145.4,13.8,9.06,15.06,115,"
"
57,58,15.07,Preston Williams,WR,MIA,147.1,14.2,8.08,15.07,225,"
"
58,59,16.04,Bryan Edwards,WR,LV,153.6,27.0,7.10,15.11,19,"
"
59,60,16.07,Golden Tate,WR,NYG,157.1,11.7,10.12,15.11,181,"
"
60,61,16.09,Brandon Aiyuk,WR,SF,159.0,13.4,10.01,15.10,167,"
"
61,62,16.09,Allen Lazard,WR,GB,159.4,13.3,8.02,15.12,344,"
"
62,63,17.01,Parris Campbell,WR,IND,160.8,14.9,11.05,16.06,57,"
"
63,64,17.01,Michael Pittman Jr.,WR,IND,161.2,15.6,9.03,16.05,119,"
"
64,65,17.02,Laviska Shenault Jr.,WR,JAX,161.5,19.3,9.12,15.12,25,"
"
65,66,17.03,Curtis Samuel,WR,CAR,162.5,15.0,11.01,16.03,64,"
"
66,67,17.04,Breshad Perriman,WR,NYJ,164.4,11.6,12.02,15.12,66,"
"
67,68,17.08,Hunter Renfrow,WR,LV,167.9,13.0,11.10,15.12,23,"
"
68,69,17.08,Larry Fitzgerald,WR,ARI,168.1,13.2,8.01,16.08,176,"
"
69,70,18.02,Tyrell Williams,WR,LV,171.6,9.7,13.07,15.12,27,"
"
