,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
44,45,8.11,Darnell Mooney,WR,CHI,109.0,7.0,7.12,11.09,499,"
"
45,46,9.01,D.J. Chark,WR,JAX,112.8,7.9,7.09,11.10,521,"
"
46,47,9.04,Jakobi Meyers,WR,NE,116.2,9.9,6.12,12.06,663,"
"
47,48,9.04,Mike Williams,WR,LAC,116.2,7.7,6.12,13.06,477,"
"
48,49,9.06,Jarvis Landry,WR,CLE,118.2,9.0,6.11,13.05,486,"
"
49,50,9.12,Henry Ruggs III,WR,LV,123.9,11.0,6.07,13.05,317,"
"
50,51,9.14,Marvin Jones,WR,JAX,126.0,11.6,8.05,13.06,587,"
"
51,52,10.03,Will Fuller,WR,MIA,129.2,11.0,7.02,13.09,380,"
"
52,53,10.07,Elijah Moore,WR,NYJ,132.6,10.0,9.07,14.03,379,"
"
53,54,10.08,Russell Gage,WR,ATL,133.8,10.4,8.06,13.08,328,"
"
54,55,10.09,Michael Gallup,WR,DAL,135.4,11.0,9.08,13.12,284,"
"
55,56,10.14,Curtis Samuel,WR,WAS,140.2,12.9,9.04,15.02,310,"
"
56,57,11.01,Marquise Brown,WR,BAL,140.9,14.9,7.09,15.03,247,"
"
57,58,11.04,Gabriel Davis,WR,BUF,144.3,24.2,9.04,16.01,180,"
"
58,59,11.06,Rondale Moore,WR,ARI,146.4,16.1,7.09,15.09,242,"
"
59,60,11.08,Bryan Edwards,WR,LV,148.2,20.3,6.10,15.09,113,"
"
60,61,11.09,Terrace Marshall Jr.,WR,CAR,149.0,16.4,7.07,15.11,276,"
"
61,62,11.11,Cole Beasley,WR,BUF,150.9,16.4,9.05,16.02,268,"
"
62,63,12.03,A.J. Green,WR,ARI,156.6,20.9,6.11,16.09,96,"
"
63,64,12.05,Amon-Ra St. Brown,WR,DET,158.5,14.7,9.02,17.10,167,"
"
64,65,12.06,Randall Cobb,WR,GB,159.7,18.2,9.04,16.04,105,"
"
65,66,12.06,Tyrell Williams,WR,DET,160.0,21.3,11.10,18.03,42,"
"
66,67,12.08,DeVante Parker,WR,MIA,162.3,14.0,10.06,15.12,101,"
"
67,68,13.03,Nelson Agholor,WR,NE,170.7,25.1,10.02,18.05,46,"
"
68,69,13.03,Marquez Valdes-Scantling,WR,GB,170.9,23.5,9.08,18.05,47,"
"
