,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,1.08,Davante Adams,WR,GB,8.0,1.8,1.01,2.03,645,"
"
1,2,2.02,Tyreek Hill,WR,KC,11.8,2.2,1.01,2.08,875,"
"
2,3,2.06,Stefon Diggs,WR,BUF,16.0,2.2,1.08,2.10,887,"
"
3,4,2.08,D.K. Metcalf,WR,SEA,18.2,2.4,1.07,2.12,678,"
"
4,5,3.01,DeAndre Hopkins,WR,ARI,20.8,2.9,1.11,3.06,936,"
"
5,6,3.01,Calvin Ridley,WR,ATL,20.9,2.8,1.03,3.07,969,"
"
6,7,3.04,A.J. Brown,WR,TEN,23.5,2.6,1.01,3.05,420,"
"
7,8,3.04,Justin Jefferson,WR,MIN,24.1,2.8,1.11,3.09,512,"
"
8,9,3.10,Keenan Allen,WR,LAC,29.7,3.2,2.05,4.02,750,"
"
9,10,4.01,Terry McLaurin,WR,WAS,31.0,2.9,1.12,4.02,597,"
"
10,11,4.02,CeeDee Lamb,WR,DAL,31.7,3.2,1.09,4.04,680,"
"
11,12,4.07,Mike Evans,WR,TB,37.4,4.1,2.12,5.08,899,"
"
12,13,4.08,Allen Robinson,WR,CHI,38.2,3.7,3.01,5.02,993,"
"
13,14,5.02,Robert Woods,WR,LAR,41.9,4.2,2.09,5.08,851,"
"
14,15,5.03,Julio Jones,WR,TEN,42.7,5.1,2.12,5.07,522,"
"
15,16,5.07,Adam Thielen,WR,MIN,46.9,4.8,3.08,6.01,517,"
"
16,17,5.07,Amari Cooper,WR,DAL,47.3,4.6,2.10,6.01,713,"
"
17,18,5.09,Chris Godwin,WR,TB,48.9,4.4,3.07,6.04,664,"
"
18,19,6.02,Cooper Kupp,WR,LAR,52.2,4.9,4.01,6.06,618,"
"
19,20,6.05,Tyler Lockett,WR,SEA,55.1,5.0,3.08,6.10,762,"
"
20,21,6.07,Brandon Aiyuk,WR,SF,56.9,4.5,4.02,6.12,493,"
"
21,22,6.08,Diontae Johnson,WR,PIT,58.5,5.5,4.01,6.10,547,"
"
22,23,7.01,Michael Thomas,WR,NO,61.0,5.9,3.08,7.06,415,"
"
23,24,7.04,D.J. Moore,WR,CAR,64.3,5.8,3.10,7.07,746,"
"
24,25,7.06,Chase Claypool,WR,PIT,66.0,6.3,1.12,7.09,441,"
"
25,26,7.06,Odell Beckham Jr,WR,LAR,66.4,5.6,4.07,8.01,540,"
"
26,27,7.09,Tee Higgins,WR,CIN,68.6,5.2,5.01,8.01,475,"
"
