,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
27,28,8.03,Jerry Jeudy,WR,DEN,73.0,6.3,3.11,8.02,706,"
"
28,29,8.03,Ja'Marr Chase,WR,CIN,73.3,6.2,5.03,8.05,302,"
"
29,30,8.09,Kenny Golladay,WR,NYG,78.8,6.5,4.12,8.11,436,"
"
30,31,9.01,DeVonta Smith,WR,PHI,81.2,5.8,5.08,9.01,579,"
"
31,32,9.02,Antonio Brown,WR,TB,81.7,7.2,3.09,9.05,653,"
"
32,33,9.03,Courtland Sutton,WR,DEN,83.4,5.7,5.12,9.08,537,"
"
33,34,9.08,JuJu Smith-Schuster,WR,PIT,88.1,7.3,3.05,9.10,484,"
"
34,35,9.09,Robby Anderson,WR,CAR,89.4,7.0,6.01,9.12,708,"
"
35,36,10.02,Deebo Samuel,WR,SF,92.0,7.3,3.08,9.10,348,"
"
36,37,10.04,D.J. Chark,WR,JAX,94.1,7.6,6.06,10.12,243,"
"
37,38,10.04,Michael Pittman Jr.,WR,IND,94.3,7.4,4.02,10.07,395,"
"
38,39,10.07,Laviska Shenault Jr.,WR,JAX,97.4,7.6,6.10,10.07,498,"
"
39,40,10.10,Tyler Boyd,WR,CIN,99.6,6.9,6.08,10.12,354,"
"
40,41,11.04,Mike Williams,WR,LAC,103.7,8.1,6.10,10.11,354,"
"
41,42,11.04,Mecole Hardman,WR,KC,104.5,7.4,7.02,11.02,331,"
"
42,43,11.09,Jaylen Waddle,WR,MIA,109.5,7.8,7.05,12.08,538,"
"
43,44,12.01,Jarvis Landry,WR,CLE,111.4,9.1,5.12,12.02,260,"
"
44,45,12.02,Marquez Callaway,WR,NO,112.4,12.5,1.12,13.02,590,"
"
45,46,12.03,Brandin Cooks,WR,HOU,113.2,9.7,7.06,12.03,366,"
"
46,47,12.04,Corey Davis,WR,NYJ,114.3,12.4,6.02,13.06,660,"
"
47,48,12.06,Will Fuller,WR,MIA,116.2,10.6,6.10,12.12,211,"
"
48,49,12.08,Darnell Mooney,WR,CHI,118.4,9.5,7.03,13.06,229,"
"
49,50,13.08,Marquise Brown,WR,BAL,127.6,8.7,8.05,13.08,220,"
"
50,51,14.03,Henry Ruggs III,WR,LV,132.6,9.5,9.07,13.06,305,"
"
51,52,14.04,Michael Gallup,WR,DAL,134.0,10.9,7.09,13.07,297,"
"
52,53,14.05,Marvin Jones,WR,JAX,135.1,11.3,8.08,13.09,269,"
"
53,54,14.07,Elijah Moore,WR,NYJ,137.1,11.5,7.10,15.01,162,"
"
54,55,14.08,Curtis Samuel,WR,WAS,138.0,10.5,9.06,15.01,140,"
"
55,56,15.06,Nelson Agholor,WR,NE,146.4,26.3,10.10,18.02,13,"
"
56,57,15.07,Jakobi Meyers,WR,NE,146.7,15.5,8.05,15.12,316,"
"
57,58,15.09,Bryan Edwards,WR,LV,149.3,15.8,7.03,15.10,136,"
"
58,59,15.10,Terrace Marshall Jr.,WR,CAR,150.3,28.1,8.01,15.11,45,"
"
59,60,16.01,DeVante Parker,WR,MIA,151.2,24.4,9.03,16.05,103,"
"
60,61,16.01,Emmanuel Sanders,WR,BUF,151.2,21.9,10.01,15.09,14,"
"
61,62,16.04,T.Y. Hilton,WR,IND,153.7,17.2,9.06,15.10,96,"
"
62,63,16.04,Randall Cobb,WR,GB,154.3,17.5,9.01,15.10,74,"
"
63,64,16.06,Tyrell Williams,WR,DET,155.8,18.8,10.12,15.06,13,"
"
64,65,16.06,Rondale Moore,WR,ARI,156.4,21.7,6.06,15.12,92,"
"
65,66,16.09,A.J. Green,WR,ARI,158.9,17.0,9.06,15.12,103,"
"
66,67,16.10,Cole Beasley,WR,BUF,159.8,19.5,10.03,16.09,66,"
"
67,68,17.01,Marquez Valdes-Scantling,WR,GB,160.8,19.9,10.08,17.05,42,"
"
68,69,17.01,Russell Gage,WR,ATL,161.0,15.2,8.02,15.12,192,"
"
69,70,17.01,Gabriel Davis,WR,BUF,161.4,19.1,10.10,15.12,20,"
"
70,71,17.04,Amon-Ra St. Brown,WR,DET,164.3,19.2,11.01,16.11,44,"
"
