,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,1.01,Christian McCaffrey,RB,CAR,1.2,0.5,1.01,1.04,936,"
"
1,2,1.03,Saquon Barkley,RB,NYG,2.5,0.7,1.01,1.06,960,"
"
2,3,1.03,Ezekiel Elliott,RB,DAL,3.4,1.6,1.01,1.11,521,"
"
3,4,1.05,Alvin Kamara,RB,NO,4.9,1.3,1.01,1.12,960,"
"
4,5,1.06,Clyde Edwards-Helaire,RB,KC,6.2,1.7,1.01,1.11,782,"
"
5,6,1.06,Dalvin Cook,RB,MIN,6.2,1.5,1.02,1.11,873,"
"
6,7,1.07,Derrick Henry,RB,TEN,7.4,1.7,1.02,1.12,900,"
"
7,8,1.09,Josh Jacobs,RB,LV,9.1,1.7,1.02,2.05,648,"
"
8,9,2.01,Austin Ekeler,RB,LAC,11.5,2.1,1.05,2.10,850,"
"
9,10,2.02,Miles Sanders,RB,PHI,12.0,2.3,1.01,2.09,652,"
"
10,11,2.03,Joe Mixon,RB,CIN,13.1,2.5,1.05,2.09,736,"
"
11,12,2.05,Kenyan Drake,RB,ARI,14.8,2.7,1.07,2.12,1008,"
"
12,13,2.06,Nick Chubb,RB,CLE,16.3,3.1,1.01,2.12,910,"
"
13,14,2.08,Aaron Jones,RB,GB,17.5,2.9,1.04,3.04,976,"
"
14,15,3.02,James Conner,RB,PIT,22.4,3.4,2.01,4.01,852,"
"
15,16,3.06,Chris Carson,RB,SEA,26.4,4.0,1.10,4.01,883,"
"
16,17,3.08,David Johnson,RB,HOU,28.5,3.9,1.12,4.07,816,"
"
17,18,3.09,Todd Gurley,RB,ATL,29.1,5.0,1.09,4.06,732,"
"
18,19,4.03,Jonathan Taylor,RB,IND,32.6,4.6,1.05,4.08,726,"
"
19,20,4.04,LeVeon Bell,RB,KC,34.5,5.0,1.12,5.01,643,"
"
20,21,4.05,Leonard Fournette,RB,TB,35.4,4.9,1.01,5.03,565,"
"
21,22,4.09,Melvin Gordon,RB,DEN,39.4,4.9,2.04,5.07,861,"
"
22,23,5.02,Mark Ingram,RB,BAL,42.5,5.1,2.07,5.10,759,"
"
23,24,5.06,Devin Singletary,RB,BUF,46.4,6.4,2.10,6.08,469,"
"
24,25,5.09,Raheem Mostert,RB,SF,49.4,6.1,3.06,6.09,776,"
"
25,26,6.03,Cam Akers,RB,LAR,52.8,5.7,3.06,6.08,809,"
"
26,27,6.03,Kareem Hunt,RB,CLE,53.1,6.0,2.09,6.08,835,"
"
27,28,6.06,Ronald Jones II,RB,TB,56.5,5.5,3.08,6.12,838,"
"
28,29,6.10,David Montgomery,RB,CHI,59.7,6.4,3.08,7.04,504,"
"
29,30,7.01,D'Andre Swift,RB,DET,61.4,5.5,4.04,7.03,556,"
"
30,31,7.07,J.K. Dobbins,RB,BAL,67.0,5.2,4.12,7.11,498,"
"
