,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
31,32,8.03,James White,RB,NE,72.7,6.8,5.02,8.09,585,"
"
32,33,8.05,Marlon Mack,RB,IND,74.6,8.3,2.07,8.09,522,"
"
33,34,8.09,Antonio Gibson,RB,WAS,79.0,6.5,5.12,9.01,464,"
"
34,35,8.10,Jordan Howard,RB,PHI,80.0,7.2,4.11,9.02,502,"
"
35,36,9.04,Zack Moss,RB,BUF,83.7,7.4,5.07,9.03,657,"
"
36,37,9.04,Phillip Lindsay,RB,DEN,83.8,7.6,5.03,9.03,601,"
"
37,38,9.05,Tarik Cohen,RB,CHI,84.6,6.8,5.12,9.09,595,"
"
38,39,10.01,Matt Breida,RB,MIA,90.5,7.5,5.05,10.04,456,"
"
39,40,10.05,Latavius Murray,RB,NO,94.9,7.2,6.03,9.12,489,"
"
40,41,10.06,Tevin Coleman,RB,SF,96.4,7.2,5.09,10.03,389,"
"
41,42,10.07,Alexander Mattison,RB,MIN,96.7,7.4,6.07,10.03,350,"
"
42,43,10.07,Kerryon Johnson,RB,DET,97.2,7.7,6.02,10.10,525,"
"
43,44,11.01,Chase Edmonds,RB,ARI,101.1,7.4,6.11,10.12,446,"
"
44,45,11.01,Damien Harris,RB,NE,101.1,6.7,6.05,11.01,324,"
"
45,46,11.07,Sony Michel,RB,NE,107.4,9.4,5.05,11.07,342,"
"
46,47,12.02,A.J. Dillon,RB,GB,111.9,8.0,6.09,12.06,262,"
"
47,48,12.04,Darrell Henderson,RB,LAR,114.1,7.3,8.05,11.12,274,"
"
48,49,12.08,Adrian Peterson,RB,DET,118.4,8.7,7.06,12.10,296,"
"
49,50,12.09,Tony Pollard,RB,DAL,119.4,8.7,8.03,12.11,266,"
"
50,51,12.10,Boston Scott,RB,PHI,120.1,9.1,7.12,13.04,442,"
"
51,52,13.07,Bryce Love,RB,WAS,126.8,8.9,8.06,13.03,206,"
"
52,53,14.01,Duke Johnson,RB,HOU,131.0,11.0,8.11,15.01,390,"
"
53,54,14.04,Ke'Shawn Vaughn,RB,TB,134.4,10.6,9.01,14.10,221,"
"
54,55,14.05,Ryquell Armstead,RB,JAX,135.3,26.8,5.06,16.07,134,"
"
55,56,14.08,Justin Jackson,RB,LAC,137.6,12.9,8.02,15.12,298,"
"
56,57,14.10,Nyheim Hines,RB,IND,139.9,14.6,7.06,15.11,337,"
"
57,58,15.10,Chris Thompson,RB,JAX,149.6,21.4,7.11,15.12,419,"
"
58,59,16.02,Darrel Williams,RB,KC,152.3,19.6,9.07,16.07,143,"
"
59,60,16.02,Jerick McKinnon,RB,SF,152.3,15.4,9.07,16.04,333,"
"
60,61,16.03,Benny Snell Jr.,RB,PIT,152.9,19.0,9.01,16.08,125,"
"
61,62,16.05,Joshua Kelley,RB,LAC,154.5,16.1,10.09,16.06,159,"
"
62,63,16.06,LeSean McCoy,RB,TB,156.0,18.3,6.11,16.06,254,"
"
63,64,16.07,Carlos Hyde,RB,SEA,156.5,16.2,8.07,15.12,290,"
"
64,65,17.01,DeAndre Washington,RB,MIA,161.4,16.1,10.07,16.05,85,"
"
