,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,1.01,Saquon Barkley,RB,NYG,1.4,0.6,1.01,1.05,501,"
"
1,2,1.03,Alvin Kamara,RB,NO,2.5,0.9,1.01,1.06,507,"
"
2,3,1.03,Christian McCaffrey,RB,CAR,3.2,1.2,1.01,1.07,597,"
"
3,4,1.04,Ezekiel Elliott,RB,DAL,3.9,1.2,1.01,1.08,270,"
"
4,5,1.07,James Conner,RB,PIT,7.1,1.9,1.01,1.12,335,"
"
5,6,1.07,David Johnson,RB,ARI,7.1,2.0,1.03,2.04,366,"
"
6,7,1.09,LeVeon Bell,RB,NYJ,8.8,2.2,1.02,2.05,514,"
"
7,8,1.12,Nick Chubb,RB,CLE,11.7,2.4,1.03,2.05,502,"
"
8,9,2.03,Dalvin Cook,RB,MIN,14.6,2.8,1.05,2.11,640,"
"
9,10,2.04,Todd Gurley,RB,LAR,16.0,3.1,1.05,2.12,625,"
"
10,11,2.06,Joe Mixon,RB,CIN,18.4,3.3,1.04,3.03,475,"
"
11,12,2.11,Leonard Fournette,RB,JAX,23.2,3.5,1.10,3.10,462,"
"
12,13,3.01,Damien Williams,RB,KC,25.5,4.2,2.02,4.01,227,"
"
13,14,3.02,Chris Carson,RB,SEA,26.5,3.7,1.09,4.01,520,"
"
14,15,3.04,Kerryon Johnson,RB,DET,28.5,3.5,2.03,4.02,436,"
"
15,16,3.05,Aaron Jones,RB,GB,29.2,3.4,2.01,4.04,515,"
"
16,17,3.06,Devonta Freeman,RB,ATL,30.4,3.5,2.05,4.04,460,"
"
17,18,3.07,David Montgomery,RB,CHI,31.3,3.9,2.01,4.04,416,"
"
18,19,3.09,Josh Jacobs,RB,LV,33.1,3.6,1.10,4.06,540,"
"
19,20,4.01,Sony Michel,RB,NE,37.4,3.9,2.06,5.04,541,"
"
20,21,4.04,Mark Ingram,RB,BAL,39.7,3.9,2.11,5.03,452,"
"
21,22,4.06,Melvin Gordon,RB,LAC,42.0,5.2,2.08,5.11,237,"
"
22,23,4.08,Derrick Henry,RB,TEN,43.8,5.1,3.01,5.11,426,"
"
23,24,4.11,Marlon Mack,RB,IND,46.5,5.7,3.05,6.01,471,"
"
24,25,4.12,James White,RB,NE,48.1,6.2,3.08,6.01,419,"
"
25,26,5.04,Duke Johnson,RB,HOU,51.7,5.8,3.08,6.12,453,"
"
26,27,5.08,Phillip Lindsay,RB,DEN,55.6,6.2,1.01,7.02,507,"
"
27,28,5.10,Tevin Coleman,RB,SF,57.7,5.8,3.10,7.03,462,"
"
28,29,5.11,Miles Sanders,RB,PHI,59.0,5.0,3.12,6.11,368,"
"
29,30,6.02,Austin Ekeler,RB,LAC,61.7,6.7,3.08,7.10,756,"
"
30,31,6.10,Derrius Guice,RB,WAS,69.8,7.4,3.04,9.04,540,"
"
31,32,6.11,Tarik Cohen,RB,CHI,71.0,7.6,3.12,9.01,398,"
"
32,33,7.04,Latavius Murray,RB,NO,76.4,7.9,4.07,8.10,476,"
"
33,34,7.11,Kenyan Drake,RB,ARI,82.9,8.0,3.10,9.02,391,"
"
34,35,7.11,Tony Pollard,RB,DAL,83.3,8.3,5.09,9.03,210,"
"
35,36,7.12,Devin Singletary,RB,BUF,83.9,8.6,4.12,9.12,678,"
"
36,37,8.01,Matt Breida,RB,SF,84.8,8.1,4.03,9.06,560,"
"
37,38,8.02,Darwin Thompson,RB,KC,86.0,9.3,6.01,9.02,91,"
"
38,39,8.07,LeSean McCoy,RB,KC,90.8,8.9,5.02,10.04,479,"
"
39,40,8.09,Darrell Henderson,RB,LAR,93.0,9.2,6.01,9.12,146,"
"
40,41,8.11,Rashaad Penny,RB,SEA,95.3,7.8,5.03,10.03,198,"
"
41,42,9.05,Kareem Hunt,RB,CLE,100.8,11.9,4.12,11.06,165,"
"
42,43,9.08,Jordan Howard,RB,PHI,103.7,9.0,6.12,11.09,157,"
"
43,44,9.12,Royce Freeman,RB,DEN,108.1,8.3,6.01,12.05,203,"
"
44,45,10.05,Kalen Ballage,RB,MIA,113.5,10.7,7.10,12.09,160,"
"
45,46,10.11,Jaylen Samuels,RB,PIT,119.0,10.4,7.04,13.01,282,"
"
46,47,10.12,Justin Jackson,RB,LAC,119.9,10.3,7.12,13.01,431,"
"
47,48,11.01,Justice Hill,RB,BAL,120.7,9.2,8.05,12.07,325,"
"
48,49,11.07,Alexander Mattison,RB,MIN,127.3,12.1,5.03,13.05,273,"
"
49,50,11.11,Peyton Barber,RB,TB,131.3,13.8,7.12,15.02,287,"
"
50,51,12.01,Adrian Peterson,RB,WAS,133.1,12.1,8.08,14.12,218,"
"
51,52,12.11,Dion Lewis,RB,TEN,142.9,14.9,8.12,15.11,279,"
"
52,53,13.07,Damien Harris,RB,NE,151.4,13.7,10.01,15.08,175,"
"
53,54,13.08,Carlos Hyde,RB,HOU,151.9,17.8,8.03,16.03,349,"
"
54,55,13.08,Frank Gore,RB,BUF,152.3,27.6,7.11,17.08,46,"
"
55,56,13.10,Ito Smith,RB,ATL,154.2,17.5,9.02,15.12,163,"
"
56,57,14.01,Ty Montgomery,RB,NYJ,157.1,19.1,9.02,16.07,135,"
"
57,58,14.02,Malcolm Brown,RB,LAR,157.6,16.7,9.09,16.11,126,"
"
58,59,14.02,Dare Ogunbowale,RB,TB,157.9,17.9,10.06,15.12,56,"
"
59,60,14.02,Ronald Jones II,RB,TB,158.1,17.1,6.03,15.12,132,"
"
60,61,14.03,Nyheim Hines,RB,IND,159.2,18.7,9.08,16.01,66,"
"
