,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
31,32,10.05,Julian Edelman,WR,NE,77.2,6.7,4.10,9.01,709,"
"
32,33,10.06,Tyler Boyd,WR,CIN,78.5,7.0,5.01,8.12,873,"
"
33,34,11.01,Brandin Cooks,WR,HOU,81.5,7.1,5.08,9.03,751,"
"
34,35,11.05,Jarvis Landry,WR,CLE,85.5,7.6,5.02,9.08,733,"
"
35,36,12.01,Deebo Samuel,WR,SF,89.1,8.3,1.02,10.02,608,"
"
36,37,12.01,Diontae Johnson,WR,PIT,89.4,7.2,6.06,9.10,503,"
"
37,38,12.05,CeeDee Lamb,WR,DAL,93.2,8.0,4.05,10.04,611,"
"
38,39,12.07,Marvin Jones,WR,DET,95.1,7.7,6.04,10.04,665,"
"
39,40,13.04,Emmanuel Sanders,WR,NO,100.0,7.8,6.08,10.11,549,"
"
40,41,13.07,Jamison Crowder,WR,NYJ,102.6,7.2,7.01,10.11,596,"
"
41,42,14.01,Henry Ruggs III,WR,LV,104.5,7.6,4.10,11.10,463,"
"
42,43,14.02,Mecole Hardman,WR,KC,106.1,9.1,7.03,11.02,330,"
"
43,44,14.06,Jalen Reagor,WR,PHI,109.5,6.4,8.03,11.12,303,"
"
44,45,14.08,Jerry Jeudy,WR,DEN,112.3,7.7,7.10,11.08,444,"
"
45,46,15.01,Darius Slayton,WR,NYG,113.2,7.5,7.03,11.08,334,"
"
46,47,15.05,Christian Kirk,WR,ARI,116.9,7.6,8.03,11.12,446,"
"
47,48,15.07,Sterling Shepard,WR,NYG,118.9,9.2,6.01,13.04,512,"
"
48,49,16.02,Justin Jefferson,WR,MIN,121.5,10.3,6.03,12.06,297,"
"
49,50,16.07,Anthony Miller,WR,CHI,126.9,8.4,8.05,13.01,357,"
"
50,51,16.07,DeSean Jackson,WR,PHI,127.1,9.3,9.01,13.06,339,"
"
51,52,17.03,Preston Williams,WR,MIA,130.9,9.1,8.05,13.01,233,"
"
52,53,17.03,Allen Lazard,WR,GB,131.0,8.7,8.07,13.04,296,"
"
53,54,17.08,Brandon Aiyuk,WR,SF,135.9,9.4,8.09,14.09,190,"
"
54,55,18.04,Sammy Watkins,WR,KC,140.5,11.6,6.12,14.10,229,"
"
55,56,19.01,Golden Tate,WR,NYG,145.3,14.2,8.11,15.07,228,"
"
56,57,19.05,John Brown,WR,BUF,149.1,14.0,8.02,15.08,275,"
"
57,58,19.08,Michael Pittman Jr.,WR,IND,151.7,12.7,10.05,15.08,203,"
"
58,59,20.01,Breshad Perriman,WR,NYJ,153.0,13.9,7.06,15.10,182,"
"
59,60,20.06,Parris Campbell,WR,IND,158.4,15.6,8.11,16.07,146,"
"
60,61,20.07,N'Keal Harry,WR,NE,159.0,14.1,9.02,16.05,207,"
"
61,62,21.02,Mike Williams,WR,LAC,161.9,14.9,11.03,15.12,79,"
"
62,63,21.03,Larry Fitzgerald,WR,ARI,162.8,15.1,9.03,16.02,248,"
"
63,64,21.04,Curtis Samuel,WR,CAR,163.9,11.5,12.04,15.12,67,"
"
64,65,21.04,Robby Anderson,WR,CAR,163.9,17.8,4.07,16.09,117,"
"
65,66,21.04,Bryan Edwards,WR,LV,164.2,14.0,11.02,16.01,63,"
"
