,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,1.06,Antonio Brown,WR,PIT,6.5,1.7,1.01,2.02,673,"
"
1,2,2.01,DeAndre Hopkins,WR,HOU,11.1,1.9,1.03,2.05,699,"
"
2,3,2.02,Odell Beckham Jr,WR,NYG,12.3,2.1,1.02,2.05,698,"
"
3,4,2.05,Julio Jones,WR,ATL,15.1,2.3,1.04,2.10,696,"
"
4,5,2.08,Michael Thomas,WR,NO,18.1,2.5,1.10,3.06,739,"
"
5,6,2.09,Davante Adams,WR,GB,19.1,2.5,1.12,3.05,711,"
"
6,7,3.01,Keenan Allen,WR,LAC,20.7,2.3,1.12,3.06,681,"
"
7,8,3.03,A.J. Green,WR,CIN,22.8,2.4,2.04,3.07,759,"
"
8,9,3.07,Mike Evans,WR,TB,26.8,2.8,2.07,4.01,529,"
"
9,10,3.08,Tyreek Hill,WR,KC,27.9,3.6,2.01,4.03,695,"
"
10,11,3.08,Stefon Diggs,WR,MIN,28.2,3.2,2.06,4.01,585,"
"
11,12,3.10,T.Y. Hilton,WR,IND,29.8,3.7,2.05,4.05,641,"
"
12,13,4.05,Doug Baldwin,WR,SEA,35.0,4.4,2.11,5.06,564,"
"
13,14,4.06,Amari Cooper,WR,DAL,36.0,4.2,2.07,4.11,682,"
"
14,15,4.08,Adam Thielen,WR,MIN,38.2,4.3,2.04,5.03,644,"
"
15,16,4.10,JuJu Smith-Schuster,WR,PIT,40.4,4.5,1.04,5.10,569,"
"
16,17,5.03,Larry Fitzgerald,WR,ARI,43.0,4.3,3.02,6.01,549,"
"
17,18,5.04,Josh Gordon,WR,NE,43.7,5.7,2.06,5.12,487,"
"
18,19,5.06,Chris Hogan,WR,NE,46.1,4.7,2.04,5.11,649,"
"
19,20,5.08,Brandin Cooks,WR,LAR,48.4,5.1,3.06,6.03,541,"
"
20,21,6.02,Demaryius Thomas,WR,HOU,52.2,4.9,4.02,7.02,554,"
"
21,22,6.04,Jarvis Landry,WR,CLE,53.5,5.2,3.11,6.07,618,"
"
22,23,6.04,Marquise Goodwin,WR,SF,54.3,5.2,3.09,6.08,682,"
"
23,24,6.07,Allen Robinson,WR,CHI,56.5,5.6,4.01,7.01,568,"
"
24,25,6.08,Marvin Jones,WR,DET,58.3,5.7,4.03,8.02,588,"
"
25,26,7.05,Corey Davis,WR,TEN,64.6,5.4,3.12,7.10,572,"
"
26,27,7.07,Golden Tate,WR,PHI,67.0,6.1,4.10,8.02,580,"
"
27,28,7.08,Will Fuller,WR,HOU,67.6,6.5,4.02,8.08,503,"
"
28,29,8.01,Emmanuel Sanders,WR,DEN,70.8,7.1,4.06,8.09,694,"
"
29,30,8.02,Alshon Jeffery,WR,PHI,72.3,8.0,5.02,9.05,366,"
"
30,31,8.06,Julian Edelman,WR,NE,76.2,7.9,3.12,9.03,539,"
"
31,32,8.08,Michael Crabtree,WR,BAL,77.5,7.0,5.03,9.02,531,"
"
32,33,9.02,Sammy Watkins,WR,KC,81.7,7.4,5.10,9.05,451,"
"
33,34,9.08,Jordy Nelson,WR,LV,87.7,8.5,5.10,9.09,343,"
"
34,35,9.08,Robby Anderson,WR,NYJ,87.8,8.5,4.01,10.04,547,"
"
35,36,9.09,Devin Funchess,WR,CAR,88.6,8.9,5.10,10.04,495,"
"
36,37,10.03,Cooper Kupp,WR,LAR,92.6,8.6,5.09,10.04,483,"
"
37,38,10.08,Nelson Agholor,WR,PHI,98.2,9.3,4.04,10.12,482,"
"
38,39,10.09,Randall Cobb,WR,GB,98.6,8.6,6.03,10.10,310,"
"
39,40,10.10,Mike Williams,WR,LAC,99.8,7.9,6.03,10.09,475,"
"
40,41,11.04,Kelvin Benjamin,WR,KC,104.4,8.7,6.09,11.04,282,"
"
41,42,11.07,Robert Woods,WR,LAR,107.0,9.7,6.07,11.05,316,"
"
