,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,2.07,Travis Kelce,TE,KC,21.0,3.7,1.02,3.08,683,"
"
1,2,2.12,George Kittle,TE,SF,26.5,3.7,1.12,3.12,658,"
"
2,3,3.14,Mark Andrews,TE,BAL,42.5,5.4,3.01,6.02,550,"
"
3,4,4.12,Zach Ertz,TE,PHI,53.8,6.6,3.05,6.07,415,"
"
4,5,5.09,Darren Waller,TE,LV,65.3,7.1,4.05,7.09,418,"
"
5,6,5.12,Rob Gronkowski,TE,TB,68.3,9.0,3.07,7.12,292,"
"
6,7,6.07,Evan Engram,TE,NYG,77.1,6.8,4.01,9.11,285,"
"
7,8,7.01,Hunter Henry,TE,LAC,85.5,10.1,5.09,11.06,185,"
"
8,9,7.10,Jared Cook,TE,NO,93.6,13.5,5.03,11.11,195,"
"
9,10,8.13,Austin Hooper,TE,CLE,111.2,16.2,6.09,13.05,355,"
"
10,11,9.04,Tyler Higbee,TE,LAR,116.2,16.3,5.04,13.07,602,"
"
11,12,9.05,Noah Fant,TE,DEN,117.2,15.3,6.11,13.06,366,"
"
12,13,9.09,Hayden Hurst,TE,ATL,121.1,16.1,7.01,14.12,1032,"
"
13,14,11.11,Eric Ebron,TE,PIT,151.4,25.7,6.12,16.01,62,"
"
14,15,11.12,T.J. Hockenson,TE,DET,151.5,18.1,8.05,16.04,397,"
"
15,16,11.12,Mike Gesicki,TE,MIA,151.8,18.2,7.01,15.12,456,"
"
16,17,11.14,O.J. Howard,TE,TB,154.0,20.4,4.03,15.12,216,"
"
17,18,12.02,Blake Jarwin,TE,DAL,156.3,19.0,8.09,16.08,82,"
"
18,19,12.03,Jonnu Smith,TE,TEN,156.6,18.0,8.04,16.03,217,"
"
19,20,12.03,Chris Herndon IV,TE,NYJ,156.7,16.4,9.03,16.05,144,"
"
20,21,12.04,Dallas Goedert,TE,PHI,157.7,17.4,6.09,16.10,101,"
"
21,22,12.04,Jack Doyle,TE,IND,157.7,16.5,10.10,15.11,30,"
"
