,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,1.01,Christian McCaffrey,RB,CAR,1.3,0.6,1.01,1.04,777,"
"
1,2,1.02,Saquon Barkley,RB,NYG,2.4,0.8,1.01,1.05,767,"
"
2,3,1.03,Ezekiel Elliott,RB,DAL,3.3,1.2,1.01,1.08,447,"
"
3,4,1.05,Alvin Kamara,RB,NO,4.8,1.2,1.01,1.09,583,"
"
4,5,1.05,Derrick Henry,RB,TEN,5.0,1.2,1.01,1.10,622,"
"
5,6,1.06,Dalvin Cook,RB,MIN,6.0,1.3,1.01,1.10,648,"
"
6,7,1.08,Clyde Edwards-Helaire,RB,KC,8.2,3.1,1.01,2.08,880,"
"
7,8,1.08,Josh Jacobs,RB,LV,8.4,1.7,1.02,2.12,623,"
"
8,9,1.10,Nick Chubb,RB,CLE,9.8,2.1,1.03,2.11,656,"
"
9,10,1.11,Joe Mixon,RB,CIN,11.1,1.8,1.05,2.05,581,"
"
10,11,1.13,Miles Sanders,RB,PHI,13.2,2.8,1.03,3.11,538,"
"
11,12,2.01,Kenyan Drake,RB,ARI,14.7,2.8,1.01,2.11,744,"
"
12,13,2.02,Aaron Jones,RB,GB,16.2,3.0,1.07,4.05,875,"
"
13,14,2.04,Austin Ekeler,RB,LAC,18.2,2.9,1.09,3.02,921,"
"
14,15,2.08,James Conner,RB,PIT,22.5,3.5,1.12,3.09,742,"
"
15,16,2.11,Chris Carson,RB,SEA,25.0,3.5,2.01,3.11,739,"
"
16,17,3.02,David Johnson,RB,HOU,30.0,4.6,1.12,4.06,776,"
"
17,18,3.02,LeVeon Bell,RB,KC,30.1,3.6,2.05,4.06,489,"
"
18,19,3.04,Melvin Gordon,RB,DEN,31.5,3.8,2.07,4.07,516,"
"
19,20,3.04,Leonard Fournette,RB,TB,32.0,4.3,1.10,4.11,570,"
"
20,21,3.05,Todd Gurley,RB,ATL,33.3,4.8,2.04,4.11,771,"
"
21,22,3.08,Jonathan Taylor,RB,IND,36.3,6.5,2.03,5.07,905,"
"
22,23,3.09,Mark Ingram,RB,BAL,36.8,4.5,2.03,5.05,620,"
"
23,24,3.13,David Montgomery,RB,CHI,41.5,4.8,2.12,5.09,319,"
"
24,25,4.03,Devin Singletary,RB,BUF,44.5,5.0,2.10,6.09,476,"
"
25,26,4.05,Raheem Mostert,RB,SF,47.2,5.4,3.03,6.04,834,"
"
26,27,4.13,Kareem Hunt,RB,CLE,54.8,6.3,3.05,6.11,687,"
"
