,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
52,53,18.06,Matt Breida,RB,SF,141.7,22.5,1.01,15.12,503,"
"
53,54,18.07,Devontae Booker,RB,DEN,142.8,15.3,8.06,15.06,283,"
"
54,55,19.03,Jordan Wilkins,RB,IND,147.4,15.8,9.04,15.12,360,"
"
55,56,19.07,Rob Kelley,RB,WAS,151.2,19.5,8.06,16.08,101,"
"
56,57,20.03,James Conner,RB,PIT,154.9,17.2,5.03,16.06,320,"
"
57,58,20.03,Giovani Bernard,RB,CIN,155.3,17.8,8.10,16.05,252,"
"
58,59,20.04,Donta Foreman,RB,HOU,155.8,19.9,8.02,16.03,92,"
"
59,60,20.07,TJ Yeldon,RB,JAX,159.1,16.9,11.06,15.12,67,"
"
60,61,20.08,Austin Ekeler,RB,LAC,160.3,16.8,9.08,16.10,136,"
"
61,62,21.01,John Kelly,RB,LAR,161.3,13.7,12.03,16.08,35,"
"
62,63,21.02,Frank Gore,RB,MIA,162.3,17.5,9.10,16.10,66,"
"
63,64,21.04,Spencer Ware,RB,KC,164.2,16.6,10.03,17.01,86,"
"
64,65,21.04,Jeremy Hill,RB,NE,164.4,14.5,11.06,15.12,20,"
"
