,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,11.03,Justin Tucker,PK,BAL,143.4,12.1,1.07,14.03,987,"
"
1,2,11.06,Harrison Butker,PK,KC,145.5,11.0,8.07,14.03,635,"
"
2,3,11.11,Greg Zuerlein,PK,DAL,151.5,8.4,10.07,14.08,162,"
"
3,4,11.14,Wil Lutz,PK,NO,154.3,11.3,9.02,14.10,141,"
"
4,5,12.08,Robbie Gould,PK,SF,161.5,3.8,13.05,15.10,112,"
"
5,6,12.11,Younghoe Koo,PK,ATL,164.9,5.8,12.07,15.11,92,"
"
6,7,12.11,Matt Prater,PK,DET,164.9,7.0,12.12,15.11,80,"
"
7,8,12.14,Steven Hauschka,PK,JAX,167.8,16.1,9.11,15.10,17,"
"
8,9,13.01,Zane Gonzalez,PK,ARI,168.7,5.2,14.02,15.12,98,"
"
9,10,13.02,Jake Elliott,PK,PHI,170.0,11.2,6.12,15.12,95,"
"
10,11,13.03,Kaimi Fairbairn,PK,HOU,170.5,7.2,10.06,15.12,104,"
"
11,12,13.04,Brandon McManus,PK,DEN,171.7,15.7,8.12,15.12,27,"
"
12,13,13.05,Matt Gay,PK,LAR,172.5,5.8,13.07,15.12,102,"
"
13,14,13.05,Dan Bailey,PK,MIN,173.1,4.6,14.05,16.04,99,"
"
14,15,13.06,Mason Crosby,PK,GB,173.9,6.1,13.06,16.10,76,"
"
15,16,13.06,Jason Myers,PK,SEA,174.2,4.2,14.09,15.12,54,"
"
16,17,13.07,Chris Boswell,PK,PIT,175.0,4.7,14.03,16.07,43,"
"
