,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
21,22,5.06,Doug Martin,RB,TB,45.6,5.7,3.02,6.03,356,"
"
22,23,5.08,Ameer Abdullah,RB,DET,48.4,6.2,3.06,6.05,339,"
"
23,24,6.02,Mark Ingram,RB,NO,51.6,6.8,3.07,6.07,224,"
"
24,25,6.04,Mike Gillislee,RB,NE,54.3,6.1,3.06,6.07,238,"
"
25,26,6.08,Bilal Powell,RB,NYJ,57.8,6.3,3.12,7.05,338,"
"
26,27,6.09,Adrian Peterson,RB,ARI,58.7,6.5,3.11,7.05,228,"
"
27,28,7.04,Darren McFadden,RB,DAL,63.9,7.4,3.12,8.04,195,"
"
28,29,7.04,Rob Kelley,RB,WAS,64.5,7.2,4.02,8.06,414,"
"
29,30,7.06,Derrick Henry,RB,TEN,66.3,7.6,3.06,9.09,276,"
"
30,31,8.01,LeGarrette Blount,RB,PHI,70.7,7.5,4.06,8.09,182,"
"
31,32,8.04,Tevin Coleman,RB,ATL,74.0,8.4,4.01,8.10,348,"
"
32,33,8.08,Paul Perkins,RB,NYG,77.8,7.8,5.01,8.12,285,"
"
33,34,8.10,Frank Gore,RB,IND,80.4,7.5,5.08,9.04,335,"
"
34,35,9.01,Terrance West,RB,BAL,81.0,8.7,4.06,9.04,394,"
"
35,36,9.07,Danny Woodhead,RB,BAL,87.0,9.1,5.12,9.06,202,"
"
36,37,9.07,Thomas Rawls,RB,SEA,87.2,7.9,6.01,9.07,290,"
"
37,38,9.10,Eddie Lacy,RB,SEA,90.0,9.0,5.03,9.09,166,"
"
38,39,10.02,Jonathan Stewart,RB,CAR,91.5,9.3,3.03,9.10,194,"
"
39,40,10.04,Jacquizz Rodgers,RB,TB,93.9,9.2,4.10,10.04,139,"
"
40,41,11.03,Jamaal Williams,RB,GB,102.8,7.8,6.06,11.06,111,"
"
41,42,11.06,Jeremy Hill,RB,CIN,105.6,10.2,5.07,11.12,176,"
"
42,43,11.08,Samaje Perine,RB,WAS,108.5,10.2,6.03,12.09,131,"
"
43,44,12.04,Theo Riddick,RB,DET,113.9,9.5,7.12,12.06,149,"
"
44,45,12.04,Duke Johnson,RB,CLE,114.0,11.1,5.05,13.06,185,"
"
45,46,12.05,Rex Burkhead,RB,NE,115.3,10.0,8.03,12.11,209,"
"
46,47,12.07,Jamaal Charles,RB,DEN,117.4,10.7,8.01,12.11,260,"
"
47,48,13.04,Matt Forte,RB,NYJ,124.1,11.9,7.02,13.03,208,"
"
48,49,13.10,Latavius Murray,RB,MIN,129.9,11.1,8.10,13.08,199,"
"
49,50,14.01,Marlon Mack,RB,IND,130.8,10.7,9.04,14.02,229,"
"
50,51,14.09,CJ Prosise,RB,SEA,139.2,12.5,8.12,14.12,137,"
"
51,52,15.02,James White,RB,NE,141.8,16.2,8.09,15.05,230,"
"
52,53,15.03,Jonathan Williams,RB,NO,143.1,15.8,9.08,15.06,122,"
"
53,54,15.06,DeAndre Washington,RB,LV,146.3,16.5,8.01,15.07,165,"
"
54,55,15.08,Donta Foreman,RB,HOU,148.2,17.1,8.04,15.09,179,"
"
55,56,16.02,Wendell Smallwood,RB,PHI,151.7,16.2,9.03,15.12,239,"
"
56,57,16.02,Chris Carson,RB,SEA,152.5,15.9,10.07,15.11,112,"
"
57,58,16.05,Giovani Bernard,RB,CIN,155.0,23.6,6.10,15.12,28,"
"
58,59,16.06,Alvin Kamara,RB,NO,155.8,18.0,5.08,15.12,97,"
"
59,60,16.06,Spencer Ware,RB,KC,156.1,17.5,11.11,15.10,15,"
"
60,61,16.09,Charcandrick West,RB,KC,158.6,15.9,10.03,15.12,92,"
"
61,62,16.10,Joe Williams,RB,SF,160.0,13.8,12.06,15.12,16,"
"
62,63,17.01,Darren Sproles,RB,PHI,160.9,16.8,9.05,15.12,110,"
"
63,64,17.01,James Conner,RB,PIT,161.3,14.3,10.11,15.12,61,"
"
64,65,17.02,Dion Lewis,RB,NE,161.6,12.7,11.09,15.12,38,"
"
