,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
35,36,11.07,Julian Edelman,WR,NE,87.3,7.2,5.08,9.10,604,"
"
36,37,12.04,Marvin Jones,WR,DET,92.2,7.7,6.05,10.06,514,"
"
37,38,12.04,Mecole Hardman,WR,KC,92.4,7.7,5.06,10.02,398,"
"
38,39,12.07,CeeDee Lamb,WR,DAL,95.4,8.0,6.01,10.05,463,"
"
39,40,13.03,Emmanuel Sanders,WR,NO,98.7,7.6,6.12,10.08,535,"
"
40,41,13.04,Diontae Johnson,WR,PIT,100.4,7.9,6.04,10.07,486,"
"
41,42,14.01,Darius Slayton,WR,NYG,104.8,7.6,7.04,10.11,287,"
"
42,43,14.06,Christian Kirk,WR,ARI,109.8,7.6,6.12,11.06,372,"
"
43,44,14.06,Jerry Jeudy,WR,DEN,110.3,8.1,7.01,11.08,405,"
"
44,45,14.07,Henry Ruggs III,WR,LV,111.4,9.5,6.10,11.07,436,"
"
45,46,16.01,John Brown,WR,BUF,121.0,8.9,5.12,12.12,237,"
"
46,47,16.04,Mike Williams,WR,LAC,123.6,9.6,8.03,13.08,180,"
"
47,48,16.05,DeSean Jackson,WR,PHI,124.9,10.7,7.11,13.01,238,"
"
48,49,16.06,Sterling Shepard,WR,NYG,125.5,9.7,8.04,13.02,338,"
"
49,50,16.06,Justin Jefferson,WR,MIN,125.5,11.4,6.07,13.01,271,"
"
50,51,16.08,Sammy Watkins,WR,KC,128.3,10.2,8.04,13.05,213,"
"
51,52,18.01,Jalen Reagor,WR,PHI,136.6,12.7,7.09,15.06,368,"
"
52,53,18.01,Alshon Jeffery,WR,PHI,136.9,12.2,8.02,14.08,135,"
"
53,54,18.03,Anthony Miller,WR,CHI,139.3,11.6,8.11,15.02,266,"
"
54,55,18.07,Robby Anderson,WR,CAR,142.6,12.7,9.06,15.05,158,"
"
55,56,18.08,Jamison Crowder,WR,NYJ,144.3,14.9,8.06,15.08,317,"
"
56,57,19.01,N'Keal Harry,WR,NE,145.4,13.8,9.06,15.06,115,"
"
57,58,19.03,Preston Williams,WR,MIA,147.1,14.2,8.08,15.07,225,"
"
58,59,20.02,Bryan Edwards,WR,LV,153.6,27.0,7.10,15.11,19,"
"
59,60,20.05,Golden Tate,WR,NYG,157.1,11.7,10.12,15.11,181,"
"
60,61,20.07,Brandon Aiyuk,WR,SF,159.0,13.4,10.01,15.10,167,"
"
61,62,20.07,Allen Lazard,WR,GB,159.4,13.3,8.02,15.12,344,"
"
62,63,21.01,Parris Campbell,WR,IND,160.8,14.9,11.05,16.06,57,"
"
63,64,21.01,Michael Pittman Jr.,WR,IND,161.2,15.6,9.03,16.05,119,"
"
64,65,21.02,Laviska Shenault Jr.,WR,JAX,161.5,19.3,9.12,15.12,25,"
"
65,66,21.03,Curtis Samuel,WR,CAR,162.5,15.0,11.01,16.03,64,"
"
66,67,21.04,Breshad Perriman,WR,NYJ,164.4,11.6,12.02,15.12,66,"
"
67,68,21.08,Hunter Renfrow,WR,LV,167.9,13.0,11.10,15.12,23,"
"
68,69,21.08,Larry Fitzgerald,WR,ARI,168.1,13.2,8.01,16.08,176,"
"
69,70,22.04,Tyrell Williams,WR,LV,171.6,9.7,13.07,15.12,27,"
"
