,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,1.06,DeAndre Hopkins,WR,HOU,6.1,1.8,1.01,1.12,105,"
"
1,2,1.09,Davante Adams,WR,GB,9.2,2.0,1.04,2.04,108,"
"
2,3,1.11,Julio Jones,WR,ATL,10.9,2.1,1.05,2.04,93,"
"
3,4,1.13,Tyreek Hill,WR,KC,12.9,2.4,1.03,2.05,120,"
"
4,5,1.13,Michael Thomas,WR,NO,12.9,2.2,1.06,2.07,127,"
"
5,6,2.01,Odell Beckham Jr,WR,CLE,14.9,2.2,1.10,2.09,149,"
"
6,7,2.02,JuJu Smith-Schuster,WR,PIT,15.9,2.3,1.11,2.10,125,"
"
7,8,2.08,Mike Evans,WR,TB,21.5,2.0,2.04,3.04,133,"
"
8,9,2.09,Antonio Brown,WR,NE,23.3,3.0,1.08,3.06,129,"
"
9,10,2.12,Adam Thielen,WR,MIN,26.0,2.7,2.06,3.08,109,"
"
10,11,2.14,Keenan Allen,WR,LAC,27.8,2.5,2.08,3.11,91,"
"
11,12,3.06,Amari Cooper,WR,DAL,33.9,4.4,2.09,4.08,134,"
"
12,13,3.09,Stefon Diggs,WR,MIN,36.6,3.9,3.01,4.09,109,"
"
13,14,3.11,Brandin Cooks,WR,LAR,38.9,3.9,3.01,4.11,115,"
"
14,15,4.01,Tyler Lockett,WR,SEA,42.5,3.1,3.09,5.02,119,"
"
15,16,4.01,Chris Godwin,WR,TB,43.3,4.0,3.08,5.06,76,"
"
16,17,4.02,Robert Woods,WR,LAR,44.0,3.5,3.08,5.03,100,"
"
17,18,4.04,Julian Edelman,WR,NE,46.0,4.8,3.01,5.11,116,"
"
18,19,4.07,Cooper Kupp,WR,LAR,49.1,4.4,4.01,5.10,76,"
"
19,20,4.08,Josh Gordon,WR,SEA,50.4,4.6,4.01,6.02,97,"
"
20,21,4.10,T.Y. Hilton,WR,IND,52.0,4.2,4.07,6.06,125,"
"
21,22,4.11,Kenny Golladay,WR,DET,53.0,5.4,4.05,6.08,137,"
"
22,23,4.13,Mike Williams,WR,LAC,54.9,4.3,4.01,6.05,96,"
"
23,24,5.03,Calvin Ridley,WR,ATL,59.1,4.8,4.12,6.09,108,"
"
24,25,5.05,A.J. Green,WR,CIN,61.4,6.0,4.08,7.05,79,"
"
25,26,5.06,Tyler Boyd,WR,CIN,62.2,6.0,4.06,7.12,100,"
"
26,27,5.11,Dede Westbrook,WR,JAX,67.1,5.5,4.09,7.11,132,"
"
27,28,5.14,D.J. Moore,WR,CAR,69.6,5.8,5.01,7.10,95,"
"
28,29,6.01,Alshon Jeffery,WR,PHI,70.9,6.9,4.12,8.04,99,"
"
29,30,6.04,Robby Anderson,WR,NYJ,73.6,6.1,5.05,8.04,69,"
"
30,31,6.05,Allen Robinson,WR,CHI,75.2,6.2,6.03,8.08,92,"
"
31,32,6.06,Jarvis Landry,WR,CLE,76.3,7.4,4.11,8.08,91,"
"
32,33,6.10,Will Fuller,WR,HOU,80.4,6.6,5.11,9.07,101,"
"
33,34,7.02,Emmanuel Sanders,WR,SF,86.0,7.1,4.11,9.03,118,"
"
34,35,7.05,Curtis Samuel,WR,CAR,88.8,7.5,6.02,9.10,100,"
"
35,36,7.07,Sammy Watkins,WR,KC,91.1,6.8,6.12,9.09,67,"
"
36,37,7.08,Christian Kirk,WR,ARI,91.6,7.9,5.11,9.10,85,"
"
37,38,8.01,Marvin Jones,WR,DET,98.6,6.1,7.10,9.12,65,"
"
38,39,8.01,Sterling Shepard,WR,NYG,99.0,10.2,6.01,10.05,80,"
"
39,40,8.05,James Washington,WR,PIT,102.5,9.0,7.01,10.08,73,"
"
40,41,8.05,Marquez Valdes-Scantling,WR,GB,102.6,6.7,7.08,10.07,110,"
"
41,42,8.10,Corey Davis,WR,TEN,108.5,8.3,7.02,11.03,73,"
"
42,43,8.13,Geronimo Allison,WR,GB,111.3,8.6,7.10,11.04,67,"
"
43,44,8.14,Michael Gallup,WR,DAL,111.6,8.3,7.08,11.07,81,"
"
44,45,9.02,Larry Fitzgerald,WR,ARI,114.2,10.8,6.09,11.10,64,"
"
45,46,9.06,DeSean Jackson,WR,PHI,117.8,8.6,8.04,12.01,55,"
"
46,47,9.08,Dante Pettis,WR,SF,120.2,8.7,8.07,12.02,57,"
"
47,48,9.12,Courtland Sutton,WR,DEN,123.9,9.6,8.02,12.07,53,"
"
48,49,9.14,D.K. Metcalf,WR,SEA,126.4,8.4,9.12,12.08,30,"
"
49,50,10.01,Donte Moncrief,WR,CAR,127.1,8.7,9.07,12.09,48,"
"
50,51,10.07,Golden Tate,WR,NYG,133.1,8.4,10.02,13.02,44,"
"
51,52,10.07,Mecole Hardman,WR,KC,133.1,13.6,9.01,13.09,26,"
"
52,53,10.09,Tyrell Williams,WR,LV,134.6,8.6,10.05,13.06,60,"
"
53,54,10.09,Anthony Miller,WR,CHI,134.6,9.0,10.08,13.06,31,"
"
54,55,10.09,John Brown,WR,BUF,135.3,8.2,10.07,13.01,43,"
"
55,56,11.09,Keke Coutee,WR,HOU,149.0,14.6,11.03,15.02,28,"
"
56,57,11.11,Jamison Crowder,WR,NYJ,150.7,13.2,11.01,15.04,43,"
"
57,58,12.03,N'Keal Harry,WR,NE,156.8,16.3,11.01,15.07,14,"
"
58,59,12.03,Marquise Goodwin,WR,SF,157.2,10.9,12.07,15.08,37,"
"
59,60,12.06,Kenny Stills,WR,HOU,160.1,14.2,12.03,15.11,18,"
"
60,61,12.09,Tre'Quan Smith,WR,NO,162.5,10.3,13.01,15.10,19,"
"
61,62,12.09,Deebo Samuel,WR,SF,163.3,8.1,13.10,15.11,20,"
"
62,63,12.10,Miles Boykin,WR,BAL,163.6,14.9,10.06,15.12,23,"
"
63,64,13.02,Mohamed Sanu,WR,NE,170.1,10.6,12.10,15.12,17,"
"
