,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
21,22,6.06,Doug Martin,RB,TB,45.6,5.7,3.02,6.03,356,"
"
22,23,6.08,Ameer Abdullah,RB,DET,48.4,6.2,3.06,6.05,339,"
"
23,24,7.04,Mark Ingram,RB,NO,51.6,6.8,3.07,6.07,224,"
"
24,25,7.06,Mike Gillislee,RB,NE,54.3,6.1,3.06,6.07,238,"
"
25,26,8.02,Bilal Powell,RB,NYJ,57.8,6.3,3.12,7.05,338,"
"
26,27,8.03,Adrian Peterson,RB,ARI,58.7,6.5,3.11,7.05,228,"
"
27,28,8.08,Darren McFadden,RB,DAL,63.9,7.4,3.12,8.04,195,"
"
28,29,8.08,Rob Kelley,RB,WAS,64.5,7.2,4.02,8.06,414,"
"
29,30,9.02,Derrick Henry,RB,TEN,66.3,7.6,3.06,9.09,276,"
"
30,31,9.07,LeGarrette Blount,RB,PHI,70.7,7.5,4.06,8.09,182,"
"
31,32,10.02,Tevin Coleman,RB,ATL,74.0,8.4,4.01,8.10,348,"
"
32,33,10.06,Paul Perkins,RB,NYG,77.8,7.8,5.01,8.12,285,"
"
33,34,10.08,Frank Gore,RB,IND,80.4,7.5,5.08,9.04,335,"
"
34,35,11.01,Terrance West,RB,BAL,81.0,8.7,4.06,9.04,394,"
"
35,36,11.07,Danny Woodhead,RB,BAL,87.0,9.1,5.12,9.06,202,"
"
36,37,11.07,Thomas Rawls,RB,SEA,87.2,7.9,6.01,9.07,290,"
"
37,38,12.02,Eddie Lacy,RB,SEA,90.0,9.0,5.03,9.09,166,"
"
38,39,12.04,Jonathan Stewart,RB,CAR,91.5,9.3,3.03,9.10,194,"
"
39,40,12.06,Jacquizz Rodgers,RB,TB,93.9,9.2,4.10,10.04,139,"
"
40,41,13.07,Jamaal Williams,RB,GB,102.8,7.8,6.06,11.06,111,"
"
41,42,14.02,Jeremy Hill,RB,CIN,105.6,10.2,5.07,11.12,176,"
"
42,43,14.04,Samaje Perine,RB,WAS,108.5,10.2,6.03,12.09,131,"
"
43,44,15.02,Theo Riddick,RB,DET,113.9,9.5,7.12,12.06,149,"
"
44,45,15.02,Duke Johnson,RB,CLE,114.0,11.1,5.05,13.06,185,"
"
45,46,15.03,Rex Burkhead,RB,NE,115.3,10.0,8.03,12.11,209,"
"
46,47,15.05,Jamaal Charles,RB,DEN,117.4,10.7,8.01,12.11,260,"
"
47,48,16.04,Matt Forte,RB,NYJ,124.1,11.9,7.02,13.03,208,"
"
48,49,17.02,Latavius Murray,RB,MIN,129.9,11.1,8.10,13.08,199,"
"
49,50,17.03,Marlon Mack,RB,IND,130.8,10.7,9.04,14.02,229,"
"
50,51,18.03,CJ Prosise,RB,SEA,139.2,12.5,8.12,14.12,137,"
"
51,52,18.06,James White,RB,NE,141.8,16.2,8.09,15.05,230,"
"
52,53,18.07,Jonathan Williams,RB,NO,143.1,15.8,9.08,15.06,122,"
"
53,54,19.02,DeAndre Washington,RB,LV,146.3,16.5,8.01,15.07,165,"
"
54,55,19.04,Donta Foreman,RB,HOU,148.2,17.1,8.04,15.09,179,"
"
55,56,19.08,Wendell Smallwood,RB,PHI,151.7,16.2,9.03,15.12,239,"
"
56,57,19.08,Chris Carson,RB,SEA,152.5,15.9,10.07,15.11,112,"
"
57,58,20.03,Giovani Bernard,RB,CIN,155.0,23.6,6.10,15.12,28,"
"
58,59,20.04,Alvin Kamara,RB,NO,155.8,18.0,5.08,15.12,97,"
"
59,60,20.04,Spencer Ware,RB,KC,156.1,17.5,11.11,15.10,15,"
"
60,61,20.07,Charcandrick West,RB,KC,158.6,15.9,10.03,15.12,92,"
"
61,62,20.08,Joe Williams,RB,SF,160.0,13.8,12.06,15.12,16,"
"
62,63,21.01,Darren Sproles,RB,PHI,160.9,16.8,9.05,15.12,110,"
"
63,64,21.01,James Conner,RB,PIT,161.3,14.3,10.11,15.12,61,"
"
64,65,21.02,Dion Lewis,RB,NE,161.6,12.7,11.09,15.12,38,"
"
