,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,2.01,Patrick Mahomes,QB,KC,14.6,5.3,1.01,4.01,516,"
"
1,2,2.13,Josh Allen,QB,BUF,26.6,6.6,1.02,4.05,576,"
"
2,3,3.08,Kyler Murray,QB,ARI,35.9,5.6,2.04,5.01,413,"
"
3,4,4.02,Lamar Jackson,QB,BAL,44.0,5.9,1.08,6.09,535,"
"
4,5,4.10,Aaron Rodgers,QB,GB,52.1,8.2,1.03,8.02,623,"
"
5,6,4.12,Dak Prescott,QB,DAL,54.0,6.9,2.10,7.02,411,"
"
6,7,5.05,Justin Herbert,QB,LAC,61.2,6.7,4.04,8.10,455,"
"
7,8,5.07,Russell Wilson,QB,SEA,63.4,6.3,3.09,8.09,968,"
"
8,9,6.03,Tom Brady,QB,TB,72.7,7.9,2.11,9.01,545,"
"
9,10,6.12,Matthew Stafford,QB,LAR,82.0,7.9,4.05,9.11,569,"
"
10,11,7.05,Ryan Tannehill,QB,TEN,88.6,9.4,5.07,10.05,630,"
"
11,12,7.10,Jalen Hurts,QB,PHI,94.0,10.2,3.05,11.03,443,"
"
12,13,8.08,Joe Burrow,QB,CIN,105.7,8.7,7.02,11.07,335,"
"
13,14,9.07,Matt Ryan,QB,ATL,118.8,11.6,6.07,13.06,312,"
"
14,15,9.08,Trey Lance,QB,SF,120.2,13.4,5.03,13.06,445,"
"
15,16,9.14,Trevor Lawrence,QB,JAX,126.3,14.4,2.07,13.11,233,"
"
16,17,10.02,Justin Fields,QB,CHI,128.0,13.6,7.06,13.06,362,"
"
17,18,10.06,Deshaun Watson,QB,HOU,132.1,15.4,6.08,13.09,105,"
"
18,19,10.09,Baker Mayfield,QB,CLE,135.2,16.5,7.07,14.10,181,"
"
19,20,11.02,Ben Roethlisberger,QB,PIT,141.7,18.0,6.05,15.10,185,"
"
20,21,11.04,Jameis Winston,QB,NO,143.9,18.0,8.01,15.12,352,"
"
21,22,11.14,Kirk Cousins,QB,MIN,154.0,17.4,8.12,15.12,137,"
"
22,23,11.14,Mac Jones,QB,NE,154.0,17.4,10.12,15.11,32,"
"
23,24,12.01,Ryan Fitzpatrick,QB,WAS,155.2,18.4,8.06,16.03,80,"
"
24,25,12.02,Tua Tagovailoa,QB,MIA,155.5,17.2,7.04,16.01,93,"
"
25,26,12.05,Derek Carr,QB,LV,159.1,22.1,9.10,16.07,15,"
"
26,27,12.11,Zach Wilson,QB,NYJ,165.1,16.0,9.12,17.07,50,"
"
27,28,12.11,Carson Wentz,QB,IND,165.4,16.7,9.05,15.12,32,"
"
